Date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,Month,Year,Season,State
2011-01-01,10.64,18.69,5.96,0.0,7.2,64.42,1.39,1,2011,Rabi,Punjab
2011-01-02,9.23,18.72,2.09,0.0,5.45,60.85,1.53,1,2011,Rabi,Punjab
2011-01-03,8.55,17.39,2.22,0.0,3.98,50.88,1.28,1,2011,Rabi,Punjab
2011-01-04,7.92,17.4,1.15,0.0,8.59,49.18,1.38,1,2011,Rabi,Punjab
2011-01-05,7.62,18.64,-0.02,0.0,6.24,45.59,1.57,1,2011,Rabi,Punjab
2011-01-06,8.8,20.53,0.5,0.0,4.87,41.73,1.48,1,2011,Rabi,Punjab
2011-01-07,10.56,20.8,2.15,0.0,5.7,35.77,1.37,1,2011,Rabi,Punjab
2011-01-08,10.2,18.86,4.95,0.0,7.56,38.45,1.05,1,2011,Rabi,Punjab
2011-01-09,10.1,19.71,3.84,0.0,7.71,41.89,1.29,1,2011,Rabi,Punjab
2011-01-10,9.47,20.06,2.32,0.0,9.81,47.06,1.77,1,2011,Rabi,Punjab
2011-01-11,10.23,20.31,2.78,0.0,9.83,40.18,1.63,1,2011,Rabi,Punjab
2011-01-12,12.26,21.66,5.8,0.0,11.37,37.48,1.21,1,2011,Rabi,Punjab
2011-01-13,14.28,22.73,7.93,0.0,10.45,37.6,0.95,1,2011,Rabi,Punjab
2011-01-14,13.86,22.3,9.02,1.37,8.01,54.06,2.45,1,2011,Rabi,Punjab
2011-01-15,11.61,19.41,6.5,0.08,8.8,60.7,2.03,1,2011,Rabi,Punjab
2011-01-16,9.05,18.69,1.37,0.0,13.56,42.01,2.03,1,2011,Rabi,Punjab
2011-01-17,10.28,19.11,3.34,0.0,5.93,43.75,1.61,1,2011,Rabi,Punjab
2011-01-18,11.91,20.64,6.49,0.0,14.08,43.68,1.71,1,2011,Rabi,Punjab
2011-01-19,10.73,20.99,3.45,0.0,14.88,48.39,2.03,1,2011,Rabi,Punjab
2011-01-20,13.0,20.53,5.61,0.02,7.54,32.74,0.8,1,2011,Rabi,Punjab
2011-01-21,14.1,22.6,7.56,0.03,13.63,40.76,1.52,1,2011,Rabi,Punjab
2011-01-22,13.99,22.19,8.89,0.0,12.5,45.21,1.51,1,2011,Rabi,Punjab
2011-01-23,13.95,22.89,7.72,0.0,15.35,36.95,1.31,1,2011,Rabi,Punjab
2011-01-24,13.06,21.25,5.94,0.0,14.73,37.64,1.18,1,2011,Rabi,Punjab
2011-01-25,12.93,20.99,7.29,0.0,14.27,34.15,0.91,1,2011,Rabi,Punjab
2011-01-26,11.93,20.72,6.25,0.01,14.04,38.67,1.13,1,2011,Rabi,Punjab
2011-01-27,11.59,21.5,4.38,0.0,13.7,42.81,1.79,1,2011,Rabi,Punjab
2011-01-28,12.86,22.18,6.17,0.0,12.43,33.52,1.04,1,2011,Rabi,Punjab
2011-01-29,12.3,19.02,8.14,0.0,11.28,41.72,1.07,1,2011,Rabi,Punjab
2011-01-30,13.35,21.46,6.96,0.0,12.5,56.18,1.3,1,2011,Rabi,Punjab
2011-01-31,13.78,22.27,8.87,0.0,14.95,53.65,1.49,1,2011,Rabi,Punjab
2011-02-01,14.25,24.24,6.46,0.0,14.82,49.91,1.59,2,2011,Rabi,Punjab
2011-02-02,15.61,25.02,6.91,0.0,14.24,40.69,1.33,2,2011,Rabi,Punjab
2011-02-03,17.57,27.51,9.94,0.0,12.28,38.84,1.45,2,2011,Rabi,Punjab
2011-02-04,18.53,27.83,11.58,0.0,10.69,40.73,1.05,2,2011,Rabi,Punjab
2011-02-05,19.12,28.05,13.28,0.0,13.52,39.55,1.26,2,2011,Rabi,Punjab
2011-02-06,18.2,25.22,13.61,0.05,8.62,48.24,2.92,2,2011,Rabi,Punjab
2011-02-07,15.93,21.0,10.93,5.4,5.34,71.84,2.48,2,2011,Rabi,Punjab
2011-02-08,14.39,23.02,8.93,0.0,17.76,60.24,1.51,2,2011,Rabi,Punjab
2011-02-09,13.99,24.07,5.51,0.0,16.52,43.61,1.62,2,2011,Rabi,Punjab
2011-02-10,15.12,23.91,9.24,0.0,13.55,36.14,1.52,2,2011,Rabi,Punjab
2011-02-11,13.88,23.13,8.2,0.0,11.49,38.24,1.66,2,2011,Rabi,Punjab
2011-02-12,15.77,23.57,9.13,0.14,8.27,42.83,1.6,2,2011,Rabi,Punjab
2011-02-13,15.6,20.37,12.94,3.41,4.48,62.84,0.84,2,2011,Rabi,Punjab
2011-02-14,17.02,23.92,11.28,0.86,10.08,65.21,1.83,2,2011,Rabi,Punjab
2011-02-15,14.2,18.07,11.01,4.55,9.91,83.58,1.52,2,2011,Rabi,Punjab
2011-02-16,13.99,20.5,9.69,6.46,10.26,72.96,1.26,2,2011,Rabi,Punjab
2011-02-17,13.93,21.41,8.25,0.07,16.85,57.18,1.52,2,2011,Rabi,Punjab
2011-02-18,14.02,21.39,6.92,0.08,15.22,49.44,1.34,2,2011,Rabi,Punjab
2011-02-19,15.84,23.73,9.91,0.09,13.39,44.7,1.08,2,2011,Rabi,Punjab
2011-02-20,15.39,24.57,9.47,1.68,9.03,56.64,2.14,2,2011,Rabi,Punjab
2011-02-21,14.1,23.43,7.34,0.0,16.31,64.01,1.56,2,2011,Rabi,Punjab
2011-02-22,16.48,25.02,9.9,0.0,12.91,44.27,0.85,2,2011,Rabi,Punjab
2011-02-23,15.73,23.72,9.56,0.13,7.79,49.95,1.23,2,2011,Rabi,Punjab
2011-02-24,15.87,22.9,10.62,0.0,16.13,52.29,1.24,2,2011,Rabi,Punjab
2011-02-25,16.14,23.95,9.44,1.49,9.89,53.46,1.22,2,2011,Rabi,Punjab
2011-02-26,15.21,20.41,11.3,3.63,15.18,62.4,1.29,2,2011,Rabi,Punjab
2011-02-27,15.84,24.25,8.96,0.0,18.84,50.24,1.57,2,2011,Rabi,Punjab
2011-02-28,16.1,25.59,8.43,0.15,12.17,44.36,2.29,2,2011,Rabi,Punjab
2011-03-01,15.61,22.55,11.21,1.2,11.88,59.73,2.02,3,2011,Rabi,Punjab
2011-03-02,16.21,22.12,9.95,1.36,7.43,60.44,0.98,3,2011,Rabi,Punjab
2011-03-03,17.48,22.92,13.53,1.17,10.4,64.73,1.07,3,2011,Rabi,Punjab
2011-03-04,17.75,25.63,12.03,0.02,11.32,61.6,1.04,3,2011,Rabi,Punjab
2011-03-05,17.74,27.45,9.83,0.09,15.37,44.28,1.65,3,2011,Rabi,Punjab
2011-03-06,18.25,27.97,11.02,0.0,20.67,41.49,2.17,3,2011,Rabi,Punjab
2011-03-07,18.98,29.3,11.58,0.0,17.32,41.84,2.3,3,2011,Rabi,Punjab
2011-03-08,19.74,28.88,12.42,0.0,20.8,43.86,2.21,3,2011,Rabi,Punjab
2011-03-09,19.58,27.95,12.83,0.03,21.43,41.03,0.96,3,2011,Rabi,Punjab
2011-03-10,20.13,27.7,13.18,0.0,21.14,36.41,1.07,3,2011,Rabi,Punjab
2011-03-11,20.24,30.18,13.04,0.0,21.54,33.01,1.87,3,2011,Rabi,Punjab
2011-03-12,21.39,30.71,12.76,0.0,20.71,29.63,1.51,3,2011,Rabi,Punjab
2011-03-13,22.49,32.61,14.51,0.0,21.58,28.89,1.69,3,2011,Rabi,Punjab
2011-03-14,24.21,33.0,16.58,0.0,22.0,29.15,1.36,3,2011,Rabi,Punjab
2011-03-15,24.11,35.25,13.47,0.0,22.41,31.68,1.19,3,2011,Rabi,Punjab
2011-03-16,24.8,34.77,17.27,0.0,20.41,30.09,1.48,3,2011,Rabi,Punjab
2011-03-17,26.94,37.21,17.25,0.0,13.51,30.17,1.28,3,2011,Rabi,Punjab
2011-03-18,25.77,34.99,18.09,0.0,17.19,32.89,2.39,3,2011,Rabi,Punjab
2011-03-19,25.01,34.14,18.24,0.0,14.14,29.96,2.8,3,2011,Rabi,Punjab
2011-03-20,24.19,33.98,17.24,0.01,22.25,21.96,1.77,3,2011,Rabi,Punjab
2011-03-21,22.4,33.21,14.93,0.0,22.19,26.8,2.18,3,2011,Rabi,Punjab
2011-03-22,23.25,34.01,14.43,0.0,23.99,22.64,1.7,3,2011,Rabi,Punjab
2011-03-23,24.59,35.5,15.34,0.0,23.6,22.59,1.33,3,2011,Rabi,Punjab
2011-03-24,25.1,34.64,15.98,0.22,23.65,24.74,1.32,3,2011,Rabi,Punjab
2011-03-25,26.23,35.61,18.31,0.0,23.57,22.19,1.42,3,2011,Rabi,Punjab
2011-03-26,27.84,36.95,19.16,0.0,22.94,22.07,1.64,3,2011,Rabi,Punjab
2011-03-27,28.15,37.85,20.25,0.0,22.42,24.86,1.7,3,2011,Rabi,Punjab
2011-03-28,28.37,38.12,19.37,0.11,17.3,26.19,2.47,3,2011,Rabi,Punjab
2011-03-29,26.19,35.37,18.23,1.45,21.4,32.73,1.99,3,2011,Rabi,Punjab
2011-03-30,24.75,33.69,16.67,1.39,23.76,38.15,1.51,3,2011,Rabi,Punjab
2011-03-31,25.19,34.7,16.82,0.0,24.63,27.53,1.91,3,2011,Rabi,Punjab
2011-04-01,26.19,34.99,17.84,0.02,23.4,24.08,1.51,4,2011,Rabi,Punjab
2011-04-02,26.19,34.39,17.91,0.39,23.71,23.37,1.49,4,2011,Rabi,Punjab
2011-04-03,23.48,32.22,16.37,2.95,25.03,36.49,2.26,4,2011,Rabi,Punjab
2011-04-04,23.91,32.47,15.46,0.0,24.76,24.21,1.37,4,2011,Rabi,Punjab
2011-04-05,24.99,34.64,15.73,0.0,21.83,20.46,2.05,4,2011,Rabi,Punjab
2011-04-06,24.17,31.76,18.37,0.0,16.11,24.87,1.47,4,2011,Rabi,Punjab
2011-04-07,24.22,32.22,16.4,0.0,24.7,23.78,1.97,4,2011,Rabi,Punjab
2011-04-08,25.56,34.85,16.32,0.0,24.69,17.36,1.34,4,2011,Rabi,Punjab
2011-04-09,26.72,35.37,17.96,0.0,15.99,16.78,1.49,4,2011,Rabi,Punjab
2011-04-10,22.46,28.55,19.33,0.49,14.41,41.85,2.71,4,2011,Rabi,Punjab
2011-04-11,24.38,31.06,18.63,0.29,9.86,37.41,1.29,4,2011,Rabi,Punjab
2011-04-12,26.44,35.55,17.77,0.0,19.98,41.34,1.86,4,2011,Rabi,Punjab
2011-04-13,27.78,35.3,19.8,0.02,23.97,34.13,1.08,4,2011,Rabi,Punjab
2011-04-14,28.53,36.53,20.85,0.0,24.67,28.67,1.2,4,2011,Rabi,Punjab
2011-04-15,28.32,35.47,22.24,0.72,16.88,27.49,1.09,4,2011,Rabi,Punjab
2011-04-16,27.95,37.21,19.72,7.7,19.64,39.29,1.94,4,2011,Rabi,Punjab
2011-04-17,24.01,28.27,20.97,8.17,17.63,66.28,1.39,4,2011,Rabi,Punjab
2011-04-18,25.92,33.19,19.45,0.43,21.47,50.75,1.76,4,2011,Rabi,Punjab
2011-04-19,25.7,32.99,18.34,0.59,22.47,44.07,1.47,4,2011,Rabi,Punjab
2011-04-20,26.54,33.97,19.14,0.0,26.14,34.66,1.71,4,2011,Rabi,Punjab
2011-04-21,27.21,35.33,18.89,0.0,27.17,31.34,1.75,4,2011,Rabi,Punjab
2011-04-22,28.97,36.76,21.43,0.0,26.67,30.51,1.38,4,2011,Rabi,Punjab
2011-04-23,29.89,37.91,23.18,0.0,26.1,28.65,1.46,4,2011,Rabi,Punjab
2011-04-24,31.49,40.33,22.81,0.0,27.15,25.42,1.49,4,2011,Rabi,Punjab
2011-04-25,32.35,41.71,23.42,0.0,27.41,21.6,1.66,4,2011,Rabi,Punjab
2011-04-26,33.21,42.46,22.45,0.0,26.7,17.85,1.27,4,2011,Rabi,Punjab
2011-04-27,31.29,40.0,21.71,0.0,25.06,24.04,2.27,4,2011,Rabi,Punjab
2011-04-28,32.85,42.5,23.97,0.0,23.61,25.36,2.04,4,2011,Rabi,Punjab
2011-04-29,33.38,40.84,26.58,0.0,20.55,21.2,1.09,4,2011,Rabi,Punjab
2011-04-30,33.45,40.76,25.76,0.0,23.78,21.13,1.69,4,2011,Rabi,Punjab
2011-05-01,33.77,41.76,25.96,0.0,22.86,20.91,1.39,5,2011,,Punjab
2011-05-02,34.18,42.31,24.97,0.0,26.47,21.71,1.53,5,2011,,Punjab
2011-05-03,35.84,44.14,27.03,0.0,24.62,17.76,1.35,5,2011,,Punjab
2011-05-04,35.93,44.38,26.82,0.0,25.16,20.03,1.7,5,2011,,Punjab
2011-05-05,35.22,42.24,27.15,2.53,23.04,24.84,1.23,5,2011,,Punjab
2011-05-06,30.92,34.9,26.59,2.42,22.21,34.64,2.01,5,2011,,Punjab
2011-05-07,31.58,39.48,24.1,0.0,26.21,31.75,2.47,5,2011,,Punjab
2011-05-08,33.14,41.5,24.68,0.0,28.44,25.49,2.01,5,2011,,Punjab
2011-05-09,35.35,43.56,27.08,0.0,28.57,17.76,1.66,5,2011,,Punjab
2011-05-10,35.3,43.45,26.66,0.0,26.3,18.08,1.66,5,2011,,Punjab
2011-05-11,36.11,44.63,28.17,0.0,27.15,16.0,1.77,5,2011,,Punjab
2011-05-12,36.34,44.72,27.69,0.0,27.04,15.16,1.63,5,2011,,Punjab
2011-05-13,35.6,43.39,27.79,0.02,16.78,15.23,1.69,5,2011,,Punjab
2011-05-14,35.41,43.83,25.82,0.17,29.36,14.62,2.07,5,2011,,Punjab
2011-05-15,36.41,44.89,26.46,0.0,28.51,11.95,1.55,5,2011,,Punjab
2011-05-16,37.87,46.1,28.4,0.0,26.98,11.5,1.37,5,2011,,Punjab
2011-05-17,38.45,46.84,29.52,0.0,25.75,11.98,1.99,5,2011,,Punjab
2011-05-18,38.14,46.7,28.32,0.01,26.15,14.83,1.76,5,2011,,Punjab
2011-05-19,37.99,46.35,29.15,0.03,26.29,16.63,1.47,5,2011,,Punjab
2011-05-20,36.83,44.08,28.64,0.0,25.6,24.33,3.25,5,2011,,Punjab
2011-05-21,37.24,43.97,30.35,2.92,24.46,30.3,3.36,5,2011,,Punjab
2011-05-22,35.13,41.98,28.23,2.32,21.22,37.81,3.45,5,2011,,Punjab
2011-05-23,34.81,41.99,27.56,0.0,27.11,26.04,2.4,5,2011,,Punjab
2011-05-24,36.15,44.47,26.02,0.0,26.93,21.05,2.05,5,2011,,Punjab
2011-05-25,37.54,43.28,31.8,0.0,21.94,22.08,2.21,5,2011,,Punjab
2011-05-26,36.99,43.23,30.18,2.09,22.19,23.74,1.39,5,2011,,Punjab
2011-05-27,35.83,41.59,29.98,2.5,23.42,29.58,1.46,5,2011,,Punjab
2011-05-28,35.54,42.12,28.76,0.0,26.82,29.49,1.56,5,2011,,Punjab
2011-05-29,37.2,44.19,29.83,0.0,25.11,23.64,2.12,5,2011,,Punjab
2011-05-30,37.34,44.7,29.67,0.1,25.62,20.97,1.54,5,2011,,Punjab
2011-05-31,36.23,42.79,28.3,0.0,26.72,24.29,2.18,5,2011,,Punjab
2011-06-01,31.47,34.08,28.01,17.28,13.95,47.58,4.21,6,2011,Kharif,Punjab
2011-06-02,30.06,35.04,26.16,16.7,28.12,51.84,1.29,6,2011,Kharif,Punjab
2011-06-03,32.08,39.73,24.3,0.0,28.17,37.01,1.96,6,2011,Kharif,Punjab
2011-06-04,33.9,41.54,25.3,0.0,28.71,30.09,1.46,6,2011,Kharif,Punjab
2011-06-05,35.06,41.97,26.47,0.0,26.65,30.89,1.17,6,2011,Kharif,Punjab
2011-06-06,36.15,43.4,28.63,0.06,26.27,32.29,2.16,6,2011,Kharif,Punjab
2011-06-07,36.23,43.8,27.63,0.01,26.79,32.39,1.97,6,2011,Kharif,Punjab
2011-06-08,36.02,42.59,29.18,0.01,26.4,29.81,2.51,6,2011,Kharif,Punjab
2011-06-09,34.32,41.63,26.8,0.01,24.91,35.11,3.8,6,2011,Kharif,Punjab
2011-06-10,33.49,39.99,26.61,0.63,26.92,40.08,2.86,6,2011,Kharif,Punjab
2011-06-11,35.08,42.52,27.45,0.02,26.1,33.52,2.11,6,2011,Kharif,Punjab
2011-06-12,34.3,41.02,26.38,7.18,25.68,45.1,2.04,6,2011,Kharif,Punjab
2011-06-13,35.84,42.71,28.58,0.0,26.17,37.02,1.8,6,2011,Kharif,Punjab
2011-06-14,37.71,44.52,29.85,0.04,26.4,30.5,1.74,6,2011,Kharif,Punjab
2011-06-15,36.21,42.5,29.46,1.57,24.79,37.21,2.56,6,2011,Kharif,Punjab
2011-06-16,36.59,42.22,30.58,0.3,21.42,39.46,2.74,6,2011,Kharif,Punjab
2011-06-17,35.36,39.8,30.53,6.76,16.52,44.82,1.68,6,2011,Kharif,Punjab
2011-06-18,35.03,40.93,28.8,3.85,18.0,48.46,1.27,6,2011,Kharif,Punjab
2011-06-19,36.45,41.86,30.51,0.76,24.22,37.35,1.45,6,2011,Kharif,Punjab
2011-06-20,35.84,41.65,29.66,0.7,15.38,36.35,1.63,6,2011,Kharif,Punjab
2011-06-21,36.64,42.93,29.97,0.05,26.2,37.02,0.99,6,2011,Kharif,Punjab
2011-06-22,37.74,43.58,30.81,0.0,24.97,35.54,1.59,6,2011,Kharif,Punjab
2011-06-23,37.26,42.66,31.51,0.14,21.16,38.44,3.1,6,2011,Kharif,Punjab
2011-06-24,36.22,40.45,31.82,15.07,19.15,48.0,1.93,6,2011,Kharif,Punjab
2011-06-25,36.12,41.1,30.34,7.13,19.24,48.24,1.85,6,2011,Kharif,Punjab
2011-06-26,33.71,38.9,28.96,3.06,7.43,56.91,3.59,6,2011,Kharif,Punjab
2011-06-27,32.52,36.32,28.89,18.04,22.44,61.56,2.72,6,2011,Kharif,Punjab
2011-06-28,32.66,37.17,28.57,11.98,12.39,61.04,2.25,6,2011,Kharif,Punjab
2011-06-29,32.8,38.3,27.59,2.57,11.18,56.37,2.45,6,2011,Kharif,Punjab
2011-06-30,32.95,37.66,28.24,6.46,19.15,54.82,1.67,6,2011,Kharif,Punjab
2011-07-01,33.66,39.66,27.87,4.51,9.24,49.93,1.7,7,2011,Kharif,Punjab
2011-07-02,33.58,38.76,28.25,2.14,22.73,48.43,1.59,7,2011,Kharif,Punjab
2011-07-03,32.69,37.93,28.56,1.75,18.93,53.43,0.8,7,2011,Kharif,Punjab
2011-07-04,32.55,38.48,27.27,0.22,24.29,46.5,1.66,7,2011,Kharif,Punjab
2011-07-05,34.73,41.24,27.32,0.05,25.64,38.36,0.71,7,2011,Kharif,Punjab
2011-07-06,33.95,40.04,27.56,0.83,19.95,49.46,1.65,7,2011,Kharif,Punjab
2011-07-07,33.5,39.03,28.86,4.9,15.86,56.8,2.59,7,2011,Kharif,Punjab
2011-07-08,32.71,37.38,27.75,4.04,11.61,58.57,2.54,7,2011,Kharif,Punjab
2011-07-09,31.0,35.04,27.73,6.19,20.43,67.25,2.72,7,2011,Kharif,Punjab
2011-07-10,32.2,38.12,26.49,1.95,24.1,60.65,1.74,7,2011,Kharif,Punjab
2011-07-11,33.82,39.92,27.21,0.01,22.12,49.89,1.47,7,2011,Kharif,Punjab
2011-07-12,35.43,41.62,28.58,0.0,22.07,42.3,1.36,7,2011,Kharif,Punjab
2011-07-13,35.45,41.25,29.45,1.91,15.66,48.3,2.17,7,2011,Kharif,Punjab
2011-07-14,33.33,37.85,28.6,23.95,9.03,59.94,2.03,7,2011,Kharif,Punjab
2011-07-15,31.91,36.5,28.28,21.91,14.94,70.01,2.85,7,2011,Kharif,Punjab
2011-07-16,30.97,34.84,27.18,1.01,18.96,66.96,1.91,7,2011,Kharif,Punjab
2011-07-17,31.89,37.35,26.21,0.66,21.14,60.33,1.91,7,2011,Kharif,Punjab
2011-07-18,32.26,37.74,26.53,0.14,19.25,59.28,1.94,7,2011,Kharif,Punjab
2011-07-19,34.06,40.41,27.85,0.1,24.21,52.46,1.32,7,2011,Kharif,Punjab
2011-07-20,35.27,41.49,28.47,0.07,22.6,46.19,1.03,7,2011,Kharif,Punjab
2011-07-21,34.83,42.22,29.16,0.08,16.43,47.62,2.34,7,2011,Kharif,Punjab
2011-07-22,32.99,38.48,28.46,5.3,15.92,58.74,2.41,7,2011,Kharif,Punjab
2011-07-23,31.65,37.31,27.87,6.97,12.61,63.05,3.57,7,2011,Kharif,Punjab
2011-07-24,30.47,35.83,26.64,0.09,15.17,65.95,2.22,7,2011,Kharif,Punjab
2011-07-25,30.64,34.85,27.58,0.05,9.59,62.97,3.12,7,2011,Kharif,Punjab
2011-07-26,31.82,36.54,26.44,0.0,17.54,59.79,0.93,7,2011,Kharif,Punjab
2011-07-27,33.28,37.9,28.98,2.35,20.09,58.07,1.55,7,2011,Kharif,Punjab
2011-07-28,31.08,34.24,27.96,21.32,14.71,73.79,1.72,7,2011,Kharif,Punjab
2011-07-29,30.61,33.78,27.96,10.88,15.78,75.25,1.04,7,2011,Kharif,Punjab
2011-07-30,32.7,38.02,27.24,1.49,19.27,63.29,1.11,7,2011,Kharif,Punjab
2011-07-31,34.3,39.62,28.47,0.38,20.63,54.45,1.06,7,2011,Kharif,Punjab
2011-08-01,34.35,38.85,28.8,1.05,21.15,55.84,1.0,8,2011,Kharif,Punjab
2011-08-02,35.47,41.89,29.53,0.09,22.97,49.4,1.5,8,2011,Kharif,Punjab
2011-08-03,35.8,41.11,30.03,1.22,20.66,47.88,1.58,8,2011,Kharif,Punjab
2011-08-04,32.94,37.38,28.24,11.97,12.76,59.58,2.12,8,2011,Kharif,Punjab
2011-08-05,32.4,37.51,26.72,4.57,20.76,64.11,1.29,8,2011,Kharif,Punjab
2011-08-06,33.3,38.74,27.22,3.27,18.64,61.22,1.48,8,2011,Kharif,Punjab
2011-08-07,31.56,36.71,27.36,12.28,12.73,69.02,3.23,8,2011,Kharif,Punjab
2011-08-08,28.38,30.97,26.03,22.97,4.39,83.64,2.67,8,2011,Kharif,Punjab
2011-08-09,30.36,35.58,25.95,11.74,18.72,72.42,1.68,8,2011,Kharif,Punjab
2011-08-10,31.27,35.85,26.65,0.9,20.54,67.9,1.12,8,2011,Kharif,Punjab
2011-08-11,30.77,35.37,26.73,2.0,20.6,70.63,2.49,8,2011,Kharif,Punjab
2011-08-12,28.22,30.9,25.49,25.34,12.75,81.35,3.18,8,2011,Kharif,Punjab
2011-08-13,26.2,27.98,24.75,16.55,17.18,86.95,1.75,8,2011,Kharif,Punjab
2011-08-14,28.38,32.25,24.37,11.43,13.24,77.34,1.21,8,2011,Kharif,Punjab
2011-08-15,27.78,30.8,24.73,16.78,8.39,81.99,1.59,8,2011,Kharif,Punjab
2011-08-16,28.86,33.39,24.34,11.92,20.72,75.53,0.93,8,2011,Kharif,Punjab
2011-08-17,28.81,32.99,24.13,0.06,21.4,73.74,1.13,8,2011,Kharif,Punjab
2011-08-18,29.89,34.23,24.97,0.31,20.62,71.16,1.08,8,2011,Kharif,Punjab
2011-08-19,29.66,34.01,25.48,7.55,18.96,75.36,1.76,8,2011,Kharif,Punjab
2011-08-20,28.84,32.66,24.93,1.45,14.54,77.45,2.21,8,2011,Kharif,Punjab
2011-08-21,30.12,34.57,25.66,0.0,23.13,72.96,1.07,8,2011,Kharif,Punjab
2011-08-22,31.01,35.75,25.72,0.06,22.15,70.31,0.96,8,2011,Kharif,Punjab
2011-08-23,32.22,36.8,27.55,4.03,16.41,68.18,1.31,8,2011,Kharif,Punjab
2011-08-24,28.03,29.7,26.34,5.92,4.85,87.5,2.12,8,2011,Kharif,Punjab
2011-08-25,29.52,34.18,25.38,1.28,16.79,78.05,1.03,8,2011,Kharif,Punjab
2011-08-26,28.65,32.01,26.32,1.75,17.88,82.12,1.38,8,2011,Kharif,Punjab
2011-08-27,29.38,33.05,25.98,19.36,8.58,78.58,0.95,8,2011,Kharif,Punjab
2011-08-28,28.0,30.94,25.45,11.13,7.94,85.39,1.64,8,2011,Kharif,Punjab
2011-08-29,29.78,34.05,26.05,0.39,15.62,76.01,0.92,8,2011,Kharif,Punjab
2011-08-30,29.7,33.35,26.2,0.37,21.29,77.97,1.1,8,2011,Kharif,Punjab
2011-08-31,30.0,32.98,26.35,15.63,20.22,76.8,0.72,8,2011,Kharif,Punjab
2011-09-01,29.41,33.05,26.6,4.81,15.6,80.75,1.09,9,2011,Kharif,Punjab
2011-09-02,29.6,33.79,26.29,3.95,20.13,77.04,0.98,9,2011,Kharif,Punjab
2011-09-03,29.58,33.52,25.09,1.85,21.38,75.37,0.77,9,2011,Kharif,Punjab
2011-09-04,28.32,30.71,25.44,3.2,17.54,79.24,1.33,9,2011,Kharif,Punjab
2011-09-05,28.67,31.7,24.7,3.31,13.82,74.83,0.8,9,2011,Kharif,Punjab
2011-09-06,28.54,31.63,25.92,8.0,14.96,78.48,1.02,9,2011,Kharif,Punjab
2011-09-07,29.13,33.36,24.96,3.32,15.74,77.98,0.71,9,2011,Kharif,Punjab
2011-09-08,29.47,33.64,26.22,7.9,17.29,77.85,1.05,9,2011,Kharif,Punjab
2011-09-09,27.9,31.56,24.98,19.24,9.65,86.34,1.57,9,2011,Kharif,Punjab
2011-09-10,28.5,31.7,25.03,8.55,17.94,82.16,1.26,9,2011,Kharif,Punjab
2011-09-11,29.09,32.74,25.11,7.21,19.29,78.94,1.09,9,2011,Kharif,Punjab
2011-09-12,28.72,32.8,25.2,4.8,18.81,81.03,1.46,9,2011,Kharif,Punjab
2011-09-13,28.94,32.8,24.76,0.79,18.92,79.43,1.02,9,2011,Kharif,Punjab
2011-09-14,29.85,33.41,26.44,0.19,17.11,75.86,1.02,9,2011,Kharif,Punjab
2011-09-15,29.06,32.82,25.96,26.61,10.07,80.52,1.02,9,2011,Kharif,Punjab
2011-09-16,27.4,31.16,24.8,29.74,8.47,86.62,1.67,9,2011,Kharif,Punjab
2011-09-17,27.43,31.2,23.81,0.34,18.41,80.12,0.76,9,2011,Kharif,Punjab
2011-09-18,27.47,31.4,23.09,0.0,18.15,74.38,0.71,9,2011,Kharif,Punjab
2011-09-19,27.44,31.68,23.91,3.04,16.52,73.35,0.77,9,2011,Kharif,Punjab
2011-09-20,26.95,31.48,22.62,0.0,21.22,72.34,1.16,9,2011,Kharif,Punjab
2011-09-21,27.1,31.84,22.29,0.0,21.27,67.04,0.92,9,2011,Kharif,Punjab
2011-09-22,26.56,32.02,21.16,0.0,19.87,71.67,0.99,9,2011,Kharif,Punjab
2011-09-23,27.33,32.85,21.54,0.0,20.73,65.3,1.16,9,2011,Kharif,Punjab
2011-09-24,27.08,32.76,20.62,0.0,20.69,63.89,1.15,9,2011,Kharif,Punjab
2011-09-25,27.38,33.54,21.21,0.0,20.13,62.28,0.98,9,2011,Kharif,Punjab
2011-09-26,27.93,33.47,22.9,0.0,19.31,63.12,0.97,9,2011,Kharif,Punjab
2011-09-27,28.09,33.43,22.79,0.0,18.17,64.28,0.88,9,2011,Kharif,Punjab
2011-09-28,27.86,33.53,21.8,0.0,18.06,65.08,1.11,9,2011,Kharif,Punjab
2011-09-29,27.94,33.32,22.3,0.0,18.59,59.59,0.7,9,2011,Kharif,Punjab
2011-09-30,27.91,33.26,22.09,0.0,18.67,59.64,0.67,9,2011,Kharif,Punjab
2011-10-01,27.66,33.24,21.75,0.0,17.61,61.24,1.02,10,2011,Rabi,Punjab
2011-10-02,28.22,34.43,22.32,0.0,17.27,61.18,1.05,10,2011,Rabi,Punjab
2011-10-03,28.17,34.47,21.74,0.0,17.47,58.78,0.95,10,2011,Rabi,Punjab
2011-10-04,27.8,33.97,22.53,0.03,18.32,60.66,0.78,10,2011,Rabi,Punjab
2011-10-05,27.74,33.82,21.12,0.0,18.17,62.8,0.72,10,2011,Rabi,Punjab
2011-10-06,28.05,33.82,22.62,0.0,16.83,58.02,0.88,10,2011,Rabi,Punjab
2011-10-07,28.01,33.23,23.1,0.08,15.16,61.0,0.78,10,2011,Rabi,Punjab
2011-10-08,26.5,31.57,22.65,0.01,12.31,67.08,0.93,10,2011,Rabi,Punjab
