Date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,Month,Year,Season,State
2022-09-05,30.53,36.22,25.2,0.03,21.96,65.74,1.28,9,2022,Kharif,Haryana
2022-09-06,30.51,36.61,25.74,0.0,20.87,62.8,1.2,9,2022,Kharif,Haryana
2022-09-07,30.45,36.81,25.16,0.01,21.82,63.01,1.28,9,2022,Kharif,Haryana
2022-09-08,30.44,36.93,24.77,0.0,20.91,62.93,1.2,9,2022,Kharif,Haryana
2022-09-09,30.73,37.11,25.02,0.01,19.71,59.6,1.51,9,2022,Kharif,Haryana
2022-09-10,31.22,37.16,26.03,0.04,19.26,65.07,1.44,9,2022,Kharif,Haryana
2022-09-11,31.33,36.82,26.7,0.08,20.95,65.59,1.71,9,2022,Kharif,Haryana
2022-09-12,30.38,34.53,26.49,0.91,20.39,66.47,1.71,9,2022,Kharif,Haryana
2022-09-13,30.09,35.23,25.71,1.62,20.63,67.46,2.61,9,2022,Kharif,Haryana
2022-09-14,29.85,35.36,25.39,1.25,13.8,67.13,2.77,9,2022,Kharif,Haryana
2022-09-15,28.58,33.71,25.02,2.42,17.22,73.36,2.82,9,2022,Kharif,Haryana
2022-09-16,28.5,33.97,23.64,9.1,17.09,71.22,1.68,9,2022,Kharif,Haryana
2022-09-17,29.73,36.78,23.67,2.83,18.77,66.27,1.66,9,2022,Kharif,Haryana
2022-09-18,29.94,36.67,23.91,0.1,20.71,61.57,1.45,9,2022,Kharif,Haryana
2022-09-19,30.04,36.44,24.38,0.07,18.08,60.66,1.61,9,2022,Kharif,Haryana
2022-09-20,29.87,35.36,25.28,3.98,15.33,69.37,1.32,9,2022,Kharif,Haryana
2022-09-21,29.57,33.92,26.32,7.57,16.19,72.9,0.79,9,2022,Kharif,Haryana
2022-09-22,28.23,32.04,25.2,46.08,8.25,81.28,2.4,9,2022,Kharif,Haryana
2022-09-23,27.21,30.36,25.03,33.36,6.24,86.39,2.92,9,2022,Kharif,Haryana
2022-09-24,26.76,29.76,24.68,86.37,4.52,89.08,2.83,9,2022,Kharif,Haryana
2022-09-25,27.1,31.09,24.07,13.0,14.7,82.12,2.26,9,2022,Kharif,Haryana
2022-09-26,26.79,31.66,22.76,0.27,16.71,80.22,1.39,9,2022,Kharif,Haryana
2022-09-27,27.21,32.32,22.95,0.0,19.84,74.41,1.19,9,2022,Kharif,Haryana
2022-09-28,27.29,32.72,23.04,0.03,19.71,73.87,1.25,9,2022,Kharif,Haryana
2022-09-29,26.81,32.18,22.62,0.0,19.85,74.55,1.44,9,2022,Kharif,Haryana
2022-09-30,26.43,32.19,22.14,0.0,19.92,73.71,1.32,9,2022,Kharif,Haryana
2022-10-01,26.69,32.95,21.31,0.0,18.97,72.59,1.44,10,2022,Rabi,Haryana
2022-10-02,26.64,33.0,21.83,0.0,19.33,67.82,1.68,10,2022,Rabi,Haryana
2022-10-03,25.53,32.73,19.8,0.0,20.24,69.21,2.28,10,2022,Rabi,Haryana
2022-10-04,26.17,33.0,19.96,0.0,19.37,66.46,1.67,10,2022,Rabi,Haryana
2022-10-05,27.03,33.43,22.37,0.04,18.97,64.14,1.2,10,2022,Rabi,Haryana
2022-10-06,25.09,30.82,19.4,0.01,18.9,77.13,1.65,10,2022,Rabi,Haryana
2022-10-07,24.66,28.9,20.7,1.56,11.42,84.95,1.66,10,2022,Rabi,Haryana
2022-10-08,23.06,25.2,21.55,10.15,6.12,92.86,1.95,10,2022,Rabi,Haryana
2022-10-09,23.21,25.16,21.97,24.63,9.44,92.65,3.22,10,2022,Rabi,Haryana
2022-10-10,24.69,29.36,20.88,3.23,5.32,84.14,0.9,10,2022,Rabi,Haryana
2022-10-11,24.43,29.29,20.44,5.98,12.74,84.07,1.11,10,2022,Rabi,Haryana
2022-10-12,23.4,29.1,18.78,0.6,18.46,79.45,1.26,10,2022,Rabi,Haryana
2022-10-13,23.61,29.98,18.33,0.0,19.37,70.31,1.44,10,2022,Rabi,Haryana
2022-10-14,23.33,29.57,18.18,0.0,19.52,66.64,1.39,10,2022,Rabi,Haryana
2022-10-15,23.98,30.24,18.49,0.0,19.39,62.25,1.23,10,2022,Rabi,Haryana
2022-10-16,23.69,30.91,17.62,0.0,19.44,62.54,1.04,10,2022,Rabi,Haryana
2022-10-17,23.42,30.41,17.55,0.0,18.36,59.01,1.14,10,2022,Rabi,Haryana
2022-10-18,23.37,31.56,17.62,0.0,17.35,56.46,1.29,10,2022,Rabi,Haryana
2022-10-19,22.7,32.26,16.14,0.0,16.53,60.46,1.3,10,2022,Rabi,Haryana
2022-10-20,22.68,32.18,15.96,0.0,16.28,65.22,1.3,10,2022,Rabi,Haryana
2022-10-21,23.4,31.65,16.44,0.0,17.08,59.92,1.67,10,2022,Rabi,Haryana
2022-10-22,21.98,28.81,16.03,0.0,16.71,62.05,1.67,10,2022,Rabi,Haryana
2022-10-23,21.92,29.14,16.39,0.0,17.88,52.47,1.16,10,2022,Rabi,Haryana
2022-10-24,21.88,30.06,16.42,0.0,18.79,53.76,1.46,10,2022,Rabi,Haryana
2022-10-25,22.25,30.26,15.26,0.0,17.87,52.87,1.82,10,2022,Rabi,Haryana
2022-10-26,23.82,30.98,18.59,0.0,17.02,46.89,1.03,10,2022,Rabi,Haryana
2022-10-27,23.31,31.22,17.71,0.0,16.55,52.8,1.18,10,2022,Rabi,Haryana
2022-10-28,23.32,30.98,18.12,0.0,15.83,53.53,1.02,10,2022,Rabi,Haryana
2022-10-29,23.05,30.49,17.96,0.0,15.39,51.48,0.96,10,2022,Rabi,Haryana
2022-10-30,22.57,30.33,18.23,0.0,15.96,50.1,1.13,10,2022,Rabi,Haryana
2022-10-31,21.75,30.85,15.83,0.0,15.54,59.7,1.16,10,2022,Rabi,Haryana
2022-11-01,22.66,32.39,15.63,0.0,13.72,61.68,1.24,11,2022,Rabi,Haryana
2022-11-02,21.72,29.97,16.54,0.0,13.15,70.85,1.58,11,2022,Rabi,Haryana
2022-11-03,22.58,30.92,17.05,0.0,15.03,61.32,1.45,11,2022,Rabi,Haryana
2022-11-04,22.53,31.71,16.96,0.0,11.92,66.49,1.47,11,2022,Rabi,Haryana
2022-11-05,21.51,29.19,16.38,0.0,11.42,81.21,2.15,11,2022,Rabi,Haryana
2022-11-06,22.58,31.12,16.59,0.0,11.05,77.56,1.43,11,2022,Rabi,Haryana
2022-11-07,23.92,29.62,18.53,0.03,9.87,67.23,0.84,11,2022,Rabi,Haryana
2022-11-08,22.17,27.37,18.76,0.21,7.36,64.18,1.7,11,2022,Rabi,Haryana
2022-11-09,21.29,28.41,15.82,0.02,9.59,63.2,0.83,11,2022,Rabi,Haryana
2022-11-10,21.05,28.66,16.15,0.01,10.47,65.98,1.37,11,2022,Rabi,Haryana
2022-11-11,19.46,27.81,13.46,0.0,15.16,63.09,2.09,11,2022,Rabi,Haryana
2022-11-12,19.18,28.27,12.41,0.0,16.45,56.62,2.16,11,2022,Rabi,Haryana
2022-11-13,19.64,27.33,13.27,0.0,14.97,54.19,1.54,11,2022,Rabi,Haryana
2022-11-14,19.58,28.23,14.44,0.0,9.47,61.43,2.38,11,2022,Rabi,Haryana
2022-11-15,18.79,25.7,13.57,0.03,11.7,73.51,1.44,11,2022,Rabi,Haryana
2022-11-16,18.0,25.47,12.67,0.0,14.1,64.08,2.19,11,2022,Rabi,Haryana
2022-11-17,17.32,25.31,11.87,0.0,14.71,60.46,2.16,11,2022,Rabi,Haryana
2022-11-18,17.41,25.44,11.18,0.0,14.99,52.08,1.46,11,2022,Rabi,Haryana
2022-11-19,16.98,25.49,10.15,0.0,13.89,52.39,1.37,11,2022,Rabi,Haryana
2022-11-20,16.74,25.94,10.26,0.0,14.36,57.25,1.79,11,2022,Rabi,Haryana
2022-11-21,17.25,26.5,10.67,0.0,13.53,58.61,1.9,11,2022,Rabi,Haryana
2022-11-22,16.71,26.25,9.99,0.0,14.51,49.43,1.93,11,2022,Rabi,Haryana
2022-11-23,16.27,26.19,9.14,0.0,15.05,46.6,2.08,11,2022,Rabi,Haryana
2022-11-24,17.53,26.49,8.96,0.0,14.41,41.87,1.67,11,2022,Rabi,Haryana
2022-11-25,18.52,26.8,13.32,0.0,13.82,40.82,1.27,11,2022,Rabi,Haryana
2022-11-26,17.11,27.06,10.35,0.0,13.24,47.27,1.8,11,2022,Rabi,Haryana
2022-11-27,17.92,26.0,12.77,0.0,13.65,42.62,1.06,11,2022,Rabi,Haryana
2022-11-28,17.28,26.11,10.42,0.0,12.96,45.86,1.11,11,2022,Rabi,Haryana
2022-11-29,17.6,24.94,11.3,0.0,12.57,47.72,0.85,11,2022,Rabi,Haryana
2022-11-30,17.25,25.05,11.71,0.0,12.47,52.41,1.16,11,2022,Rabi,Haryana
2022-12-01,17.71,25.17,10.62,0.0,13.62,46.2,1.35,12,2022,Rabi,Haryana
2022-12-02,17.8,25.42,13.78,0.0,11.1,46.14,0.94,12,2022,Rabi,Haryana
2022-12-03,17.07,25.03,12.05,0.0,10.33,56.51,1.12,12,2022,Rabi,Haryana
2022-12-04,17.31,24.53,11.57,0.0,11.51,49.43,1.09,12,2022,Rabi,Haryana
2022-12-05,16.87,24.18,11.58,0.0,11.85,43.31,1.1,12,2022,Rabi,Haryana
2022-12-06,14.86,24.92,8.83,0.0,13.09,48.17,2.04,12,2022,Rabi,Haryana
2022-12-07,14.45,24.41,7.65,0.0,13.66,49.11,2.31,12,2022,Rabi,Haryana
2022-12-08,16.19,25.22,9.33,0.0,12.91,45.75,1.54,12,2022,Rabi,Haryana
2022-12-09,18.17,26.59,11.74,0.0,12.94,43.98,1.27,12,2022,Rabi,Haryana
2022-12-10,17.41,27.26,11.43,0.0,12.44,56.19,1.42,12,2022,Rabi,Haryana
2022-12-11,17.15,27.58,10.51,0.0,13.61,56.09,1.85,12,2022,Rabi,Haryana
2022-12-12,16.72,27.0,9.91,0.0,14.01,51.63,2.01,12,2022,Rabi,Haryana
2022-12-13,16.2,26.37,9.01,0.0,14.12,50.31,2.68,12,2022,Rabi,Haryana
2022-12-14,14.41,24.04,7.8,0.0,14.22,50.35,2.6,12,2022,Rabi,Haryana
2022-12-15,14.1,23.71,6.44,0.0,14.19,42.92,1.94,12,2022,Rabi,Haryana
2022-12-16,15.28,23.81,7.23,0.0,13.39,41.22,1.52,12,2022,Rabi,Haryana
2022-12-17,16.34,24.78,9.02,0.0,12.62,34.85,1.51,12,2022,Rabi,Haryana
2022-12-18,16.26,24.18,10.95,0.0,10.95,36.62,1.06,12,2022,Rabi,Haryana
2022-12-19,15.3,23.84,7.98,0.0,9.24,43.76,1.05,12,2022,Rabi,Haryana
2022-12-20,14.59,23.47,8.39,0.0,6.24,44.8,1.24,12,2022,Rabi,Haryana
2022-12-21,13.9,23.32,9.19,0.0,6.43,45.9,1.12,12,2022,Rabi,Haryana
2022-12-22,12.06,21.34,5.84,0.0,8.04,48.92,1.57,12,2022,Rabi,Haryana
2022-12-23,11.64,20.36,5.9,0.0,7.71,51.54,1.43,12,2022,Rabi,Haryana
2022-12-24,10.63,19.7,4.88,0.0,9.3,51.23,2.3,12,2022,Rabi,Haryana
2022-12-25,9.96,19.31,2.82,0.0,7.44,50.77,1.89,12,2022,Rabi,Haryana
2022-12-26,11.04,20.59,4.34,0.0,6.89,49.65,1.65,12,2022,Rabi,Haryana
2022-12-27,11.31,21.67,4.02,0.0,10.87,47.12,2.4,12,2022,Rabi,Haryana
2022-12-28,12.9,23.59,5.3,0.0,12.85,42.62,2.58,12,2022,Rabi,Haryana
2022-12-29,15.14,23.37,9.19,0.06,7.02,49.55,1.13,12,2022,Rabi,Haryana
2022-12-30,15.09,22.96,10.79,0.06,7.86,59.57,1.79,12,2022,Rabi,Haryana
2022-12-31,12.59,21.07,7.01,0.0,11.74,62.4,2.3,12,2022,Rabi,Haryana
2011-01-01,12.31,20.49,6.86,0.0,14.23,39.1,1.04,1,2011,Rabi,Rajasthan
2011-01-02,10.83,20.04,4.75,0.0,14.9,47.92,1.18,1,2011,Rabi,Rajasthan
2011-01-03,10.38,19.1,2.97,0.0,14.34,47.16,1.44,1,2011,Rabi,Rajasthan
2011-01-04,10.29,18.94,2.94,0.0,14.03,47.87,1.2,1,2011,Rabi,Rajasthan
2011-01-05,9.87,19.06,4.1,0.0,12.09,46.21,1.39,1,2011,Rabi,Rajasthan
2011-01-06,11.1,21.78,2.92,0.0,14.55,42.62,1.36,1,2011,Rabi,Rajasthan
2011-01-07,13.21,22.75,4.08,0.0,15.23,39.39,1.19,1,2011,Rabi,Rajasthan
2011-01-08,12.75,22.69,5.93,0.0,14.88,34.66,1.7,1,2011,Rabi,Rajasthan
2011-01-09,10.17,19.89,3.66,0.0,14.08,37.93,1.95,1,2011,Rabi,Rajasthan
2011-01-10,11.31,21.06,3.79,0.0,15.17,33.99,1.35,1,2011,Rabi,Rajasthan
2011-01-11,14.27,22.92,7.71,0.0,15.53,29.37,0.95,1,2011,Rabi,Rajasthan
2011-01-12,15.23,24.38,6.41,0.0,15.88,30.72,1.53,1,2011,Rabi,Rajasthan
2011-01-13,17.37,25.27,10.1,0.0,14.97,37.99,1.82,1,2011,Rabi,Rajasthan
2011-01-14,16.12,24.48,9.62,0.0,15.18,49.06,2.6,1,2011,Rabi,Rajasthan
2011-01-15,11.35,20.57,5.36,0.0,16.48,25.88,2.66,1,2011,Rabi,Rajasthan
2011-01-16,10.63,19.88,2.16,0.0,15.88,22.05,1.74,1,2011,Rabi,Rajasthan
2011-01-17,14.12,23.33,6.34,0.0,16.21,20.31,1.46,1,2011,Rabi,Rajasthan
2011-01-18,14.95,23.9,8.68,0.0,16.36,23.83,1.69,1,2011,Rabi,Rajasthan
2011-01-19,12.89,22.3,5.4,0.0,16.78,27.65,1.72,1,2011,Rabi,Rajasthan
2011-01-20,15.09,23.79,6.54,0.0,15.45,23.04,1.39,1,2011,Rabi,Rajasthan
2011-01-21,15.95,25.23,8.69,0.0,14.61,28.76,1.75,1,2011,Rabi,Rajasthan
2011-01-22,17.81,26.1,12.58,0.0,12.34,32.83,1.45,1,2011,Rabi,Rajasthan
2011-01-23,16.3,24.27,10.25,0.0,14.68,40.23,1.85,1,2011,Rabi,Rajasthan
2011-01-24,14.99,22.8,8.92,0.0,16.14,41.55,1.91,1,2011,Rabi,Rajasthan
2011-01-25,15.07,23.3,8.46,0.0,15.46,35.28,1.91,1,2011,Rabi,Rajasthan
2011-01-26,13.57,22.64,7.21,0.0,15.76,33.76,2.57,1,2011,Rabi,Rajasthan
2011-01-27,12.63,22.25,5.96,0.0,16.1,33.03,2.13,1,2011,Rabi,Rajasthan
2011-01-28,13.52,23.92,5.26,0.0,16.82,31.89,1.51,1,2011,Rabi,Rajasthan
2011-01-29,14.9,24.79,6.83,0.0,13.78,33.34,2.09,1,2011,Rabi,Rajasthan
2011-01-30,14.5,23.88,7.51,0.0,13.63,39.41,2.18,1,2011,Rabi,Rajasthan
2011-01-31,14.61,23.78,7.39,0.0,15.16,43.42,1.7,1,2011,Rabi,Rajasthan
2011-02-01,15.57,25.05,8.11,0.0,17.59,37.84,1.73,2,2011,Rabi,Rajasthan
2011-02-02,17.98,27.25,10.76,0.0,17.86,33.37,1.25,2,2011,Rabi,Rajasthan
2011-02-03,18.96,29.41,9.93,0.0,18.14,34.54,1.64,2,2011,Rabi,Rajasthan
2011-02-04,19.92,31.42,11.67,0.0,18.29,34.04,3.03,2,2011,Rabi,Rajasthan
2011-02-05,19.87,29.52,13.52,0.0,18.31,31.35,2.0,2,2011,Rabi,Rajasthan
2011-02-06,19.39,28.35,13.08,0.0,17.45,39.72,2.9,2,2011,Rabi,Rajasthan
2011-02-07,18.47,26.52,12.67,0.33,13.17,54.7,3.69,2,2011,Rabi,Rajasthan
2011-02-08,15.51,24.63,8.23,0.0,19.03,22.38,1.38,2,2011,Rabi,Rajasthan
2011-02-09,15.79,25.73,7.34,0.0,19.43,25.69,1.79,2,2011,Rabi,Rajasthan
2011-02-10,17.01,26.78,8.98,0.0,18.98,25.3,1.64,2,2011,Rabi,Rajasthan
2011-02-11,18.66,28.77,10.53,0.0,18.72,27.18,1.99,2,2011,Rabi,Rajasthan
2011-02-12,20.18,30.81,12.15,0.0,18.0,31.57,2.78,2,2011,Rabi,Rajasthan
2011-02-13,19.37,28.61,12.31,0.45,14.24,32.17,2.68,2,2011,Rabi,Rajasthan
2011-02-14,16.58,21.69,12.97,12.42,7.91,71.61,1.73,2,2011,Rabi,Rajasthan
2011-02-15,16.84,22.7,11.92,4.71,11.2,73.53,1.85,2,2011,Rabi,Rajasthan
2011-02-16,15.24,22.43,9.78,0.01,17.79,63.95,1.84,2,2011,Rabi,Rajasthan
2011-02-17,15.36,23.07,9.53,0.0,18.43,41.66,1.51,2,2011,Rabi,Rajasthan
2011-02-18,16.09,23.88,8.35,0.01,19.42,41.27,1.53,2,2011,Rabi,Rajasthan
2011-02-19,17.73,25.51,9.31,0.03,18.2,41.22,1.78,2,2011,Rabi,Rajasthan
2011-02-20,17.91,25.99,11.14,1.07,11.66,46.56,2.0,2,2011,Rabi,Rajasthan
2011-02-21,14.57,22.19,8.56,0.07,19.72,60.23,2.33,2,2011,Rabi,Rajasthan
2011-02-22,15.84,23.93,9.08,0.0,20.09,48.79,1.58,2,2011,Rabi,Rajasthan
2011-02-23,17.25,26.84,9.17,0.0,18.49,48.29,2.1,2,2011,Rabi,Rajasthan
2011-02-24,17.94,26.62,11.27,0.01,16.89,44.93,2.07,2,2011,Rabi,Rajasthan
2011-02-25,18.23,26.27,10.62,0.17,17.85,44.28,1.97,2,2011,Rabi,Rajasthan
2011-02-26,17.82,25.2,12.04,0.55,19.48,52.67,1.92,2,2011,Rabi,Rajasthan
2011-02-27,17.31,25.9,10.15,0.0,20.31,42.77,2.66,2,2011,Rabi,Rajasthan
2011-02-28,18.07,26.97,9.85,0.0,19.75,37.04,2.31,2,2011,Rabi,Rajasthan
2011-03-01,18.66,26.95,11.43,0.04,9.7,37.24,2.89,3,2011,Rabi,Rajasthan
2011-03-02,19.93,28.81,12.92,0.28,19.52,46.98,2.8,3,2011,Rabi,Rajasthan
2011-03-03,21.08,28.77,14.02,0.67,15.45,48.84,1.65,3,2011,Rabi,Rajasthan
2011-03-04,20.42,28.65,13.26,0.13,19.18,56.21,2.52,3,2011,Rabi,Rajasthan
2011-03-05,20.42,28.49,12.62,0.02,17.75,59.02,1.92,3,2011,Rabi,Rajasthan
2011-03-06,21.62,29.64,14.42,0.0,21.54,44.02,2.07,3,2011,Rabi,Rajasthan
2011-03-07,22.59,32.48,14.29,0.0,21.48,35.93,2.18,3,2011,Rabi,Rajasthan
2011-03-08,21.76,29.64,15.3,0.0,20.22,34.92,2.09,3,2011,Rabi,Rajasthan
2011-03-09,20.5,28.79,13.73,0.03,22.86,27.74,1.93,3,2011,Rabi,Rajasthan
2011-03-10,19.42,27.82,11.78,0.0,23.1,26.45,2.35,3,2011,Rabi,Rajasthan
2011-03-11,21.29,30.06,14.54,0.0,23.39,24.9,1.54,3,2011,Rabi,Rajasthan
2011-03-12,23.64,31.9,15.52,0.0,24.12,16.5,1.22,3,2011,Rabi,Rajasthan
2011-03-13,24.1,34.15,14.79,0.0,24.27,16.28,1.93,3,2011,Rabi,Rajasthan
2011-03-14,25.95,35.49,18.13,0.0,24.27,16.95,1.79,3,2011,Rabi,Rajasthan
2011-03-15,25.57,35.94,16.07,0.0,23.85,20.34,1.86,3,2011,Rabi,Rajasthan
2011-03-16,25.73,36.69,15.88,0.0,23.64,19.87,1.85,3,2011,Rabi,Rajasthan
2011-03-17,28.47,37.02,20.54,0.0,21.76,16.55,1.39,3,2011,Rabi,Rajasthan
2011-03-18,27.95,37.76,18.97,0.0,22.24,19.16,3.12,3,2011,Rabi,Rajasthan
2011-03-19,26.69,35.54,18.99,0.0,20.86,22.99,4.01,3,2011,Rabi,Rajasthan
2011-03-20,25.37,35.21,17.87,0.0,24.75,16.37,2.97,3,2011,Rabi,Rajasthan
2011-03-21,23.58,33.79,13.54,0.0,25.16,12.94,1.53,3,2011,Rabi,Rajasthan
2011-03-22,24.35,35.01,14.62,0.0,25.32,15.0,2.25,3,2011,Rabi,Rajasthan
2011-03-23,25.28,34.66,16.19,0.0,20.9,22.77,2.45,3,2011,Rabi,Rajasthan
2011-03-24,25.77,33.8,18.94,1.08,24.76,20.77,1.38,3,2011,Rabi,Rajasthan
2011-03-25,25.66,34.55,16.96,0.0,25.18,22.56,1.47,3,2011,Rabi,Rajasthan
2011-03-26,28.31,37.0,20.83,0.0,25.86,16.81,1.58,3,2011,Rabi,Rajasthan
2011-03-27,28.19,37.88,19.8,0.0,25.88,17.71,2.4,3,2011,Rabi,Rajasthan
2011-03-28,28.15,37.9,19.79,0.0,25.38,19.21,3.35,3,2011,Rabi,Rajasthan
2011-03-29,27.56,36.32,20.72,0.0,23.16,24.71,1.65,3,2011,Rabi,Rajasthan
2011-03-30,26.44,34.61,18.77,0.07,24.96,22.79,1.74,3,2011,Rabi,Rajasthan
2011-03-31,26.78,35.21,18.87,0.0,23.9,19.7,1.35,3,2011,Rabi,Rajasthan
2011-04-01,27.07,35.74,19.09,0.0,23.13,21.44,1.85,4,2011,Rabi,Rajasthan
2011-04-02,26.13,34.53,18.69,0.02,24.07,20.1,2.02,4,2011,Rabi,Rajasthan
2011-04-03,24.1,32.44,15.82,0.23,25.96,15.89,2.8,4,2011,Rabi,Rajasthan
2011-04-04,25.01,33.54,15.55,0.0,27.09,17.75,1.47,4,2011,Rabi,Rajasthan
2011-04-05,25.96,35.3,16.8,0.0,27.18,14.5,2.3,4,2011,Rabi,Rajasthan
2011-04-06,25.68,34.63,17.27,0.0,22.47,14.1,1.94,4,2011,Rabi,Rajasthan
2011-04-07,25.63,33.63,18.1,0.0,23.68,23.38,2.29,4,2011,Rabi,Rajasthan
2011-04-08,26.81,35.3,18.08,0.0,23.02,23.5,2.01,4,2011,Rabi,Rajasthan
2011-04-09,28.08,36.46,19.48,0.0,24.85,21.33,1.5,4,2011,Rabi,Rajasthan
2011-04-10,29.73,37.9,21.09,0.0,21.77,20.78,2.47,4,2011,Rabi,Rajasthan
2011-04-11,29.27,36.63,23.43,0.0,15.22,26.0,2.78,4,2011,Rabi,Rajasthan
2011-04-12,27.07,34.0,20.14,0.0,21.03,38.42,2.72,4,2011,Rabi,Rajasthan
2011-04-13,27.81,35.17,20.03,0.0,26.03,26.94,2.18,4,2011,Rabi,Rajasthan
2011-04-14,28.76,36.76,21.57,0.0,27.03,21.5,1.92,4,2011,Rabi,Rajasthan
2011-04-15,30.19,37.47,24.01,0.0,16.61,22.86,1.47,4,2011,Rabi,Rajasthan
2011-04-16,30.3,37.13,22.91,1.09,20.01,29.35,1.31,4,2011,Rabi,Rajasthan
2011-04-17,28.33,36.15,21.61,1.9,21.4,43.05,3.25,4,2011,Rabi,Rajasthan
2011-04-18,27.18,34.39,19.17,0.0,26.69,32.27,1.78,4,2011,Rabi,Rajasthan
2011-04-19,27.28,35.96,18.37,0.0,26.21,25.99,2.11,4,2011,Rabi,Rajasthan
2011-04-20,28.09,36.47,19.08,0.0,28.13,20.81,2.05,4,2011,Rabi,Rajasthan
2011-04-21,29.21,37.99,20.11,0.0,27.81,18.0,2.23,4,2011,Rabi,Rajasthan
2011-04-22,29.46,38.55,20.17,0.0,28.32,18.42,1.85,4,2011,Rabi,Rajasthan
2011-04-23,30.15,38.81,22.53,0.0,28.19,16.19,2.06,4,2011,Rabi,Rajasthan
2011-04-24,31.69,40.28,23.13,0.0,27.4,15.03,1.76,4,2011,Rabi,Rajasthan
2011-04-25,32.69,41.44,24.33,0.0,27.58,12.81,2.25,4,2011,Rabi,Rajasthan
2011-04-26,33.68,42.87,25.94,0.0,27.49,10.38,2.01,4,2011,Rabi,Rajasthan
2011-04-27,33.36,42.0,24.62,0.0,28.08,13.35,2.0,4,2011,Rabi,Rajasthan
2011-04-28,33.5,42.33,25.25,0.0,26.58,16.7,1.9,4,2011,Rabi,Rajasthan
2011-04-29,32.82,39.77,24.68,0.0,26.39,25.09,3.27,4,2011,Rabi,Rajasthan
2011-04-30,32.26,38.99,25.97,0.0,27.49,25.55,3.32,4,2011,Rabi,Rajasthan
2011-05-01,33.45,41.41,26.0,0.0,27.3,21.95,3.02,5,2011,,Rajasthan
2011-05-02,33.3,40.57,25.05,0.0,26.24,23.14,2.61,5,2011,,Rajasthan
2011-05-03,34.04,41.34,25.63,0.0,25.95,24.23,3.58,5,2011,,Rajasthan
2011-05-04,33.1,40.21,26.54,0.0,26.85,29.65,3.97,5,2011,,Rajasthan
2011-05-05,32.68,40.23,25.62,0.02,27.53,28.7,3.48,5,2011,,Rajasthan
2011-05-06,32.58,40.06,25.12,0.0,26.53,23.46,2.9,5,2011,,Rajasthan
2011-05-07,32.6,40.07,24.37,0.36,26.39,26.22,2.03,5,2011,,Rajasthan
2011-05-08,34.29,42.3,25.26,0.0,27.34,20.5,3.48,5,2011,,Rajasthan
2011-05-09,34.68,42.82,26.94,0.0,27.8,17.25,5.45,5,2011,,Rajasthan
2011-05-10,34.02,41.83,26.67,0.0,27.47,22.29,4.93,5,2011,,Rajasthan
2011-05-11,34.2,42.1,26.93,0.0,27.57,28.8,4.94,5,2011,,Rajasthan
2011-05-12,34.2,41.71,27.25,1.52,27.31,28.81,3.88,5,2011,,Rajasthan
2011-05-13,34.98,42.51,27.21,0.02,26.19,27.52,2.67,5,2011,,Rajasthan
2011-05-14,35.45,42.78,26.9,0.0,25.13,21.55,2.57,5,2011,,Rajasthan
2011-05-15,36.24,43.64,27.19,0.06,27.22,19.9,1.78,5,2011,,Rajasthan
2011-05-16,36.37,43.03,26.66,0.15,27.54,22.88,1.48,5,2011,,Rajasthan
2011-05-17,36.62,42.95,29.26,1.1,25.75,21.74,2.18,5,2011,,Rajasthan
2011-05-18,36.49,42.92,30.65,0.0,27.87,23.72,3.14,5,2011,,Rajasthan
2011-05-19,35.37,43.25,27.89,0.03,28.51,24.57,4.21,5,2011,,Rajasthan
2011-05-20,35.33,42.9,27.86,0.0,27.55,33.32,5.31,5,2011,,Rajasthan
2011-05-21,34.98,41.74,28.67,0.44,22.4,35.57,5.58,5,2011,,Rajasthan
2011-05-22,34.12,40.86,27.95,0.76,18.55,40.6,4.92,5,2011,,Rajasthan
2011-05-23,33.83,39.7,28.11,2.88,25.04,38.39,4.41,5,2011,,Rajasthan
2011-05-24,35.29,41.8,29.12,0.0,27.25,33.63,4.73,5,2011,,Rajasthan
2011-05-25,34.85,41.6,28.62,0.0,27.47,32.2,4.64,5,2011,,Rajasthan
2011-05-26,35.11,41.39,28.87,0.01,25.64,35.75,4.5,5,2011,,Rajasthan
2011-05-27,35.42,41.99,29.19,2.48,26.64,33.0,3.65,5,2011,,Rajasthan
2011-05-28,35.11,41.46,28.09,0.0,22.5,29.62,2.81,5,2011,,Rajasthan
2011-05-29,36.0,42.82,28.46,0.01,25.38,27.12,3.2,5,2011,,Rajasthan
2011-05-30,35.61,43.06,29.13,0.14,28.75,24.15,4.88,5,2011,,Rajasthan
2011-05-31,35.33,42.63,28.63,0.0,27.7,32.75,5.13,5,2011,,Rajasthan
2011-06-01,34.23,40.97,27.96,0.19,27.28,35.47,5.37,6,2011,Kharif,Rajasthan
2011-06-02,34.59,40.32,28.12,1.05,22.42,33.21,1.72,6,2011,Kharif,Rajasthan
2011-06-03,34.99,41.69,28.0,0.26,24.89,27.55,2.71,6,2011,Kharif,Rajasthan
2011-06-04,35.69,42.91,27.82,0.0,26.92,23.95,1.65,6,2011,Kharif,Rajasthan
2011-06-05,37.53,44.81,29.84,0.0,26.07,19.04,1.66,6,2011,Kharif,Rajasthan
