State,Year,Month,NDVI
Rajasthan,2013,7,0.2931931243808816
Chandigarh,2013,7,0.5629171025863547
Uttar Pradesh,2013,8,0.6015747473806456
Haryana,2013,8,0.6645726876940211
Punjab,2013,8,0.7235465788424931
Rajasthan,2013,8,0.44369094391889174
Chandigarh,2013,8,0.5453490162465151
Uttar Pradesh,2013,9,0.6055117367708589
Haryana,2013,9,0.5664663319049755
Punjab,2013,9,0.6173382527606679
Rajasthan,2013,9,0.39199721383406794
Chandigarh,2013,9,0.5252136128577936
Uttar Pradesh,2013,10,0.530255570370921
Haryana,2013,10,0.42444835108605106
Punjab,2013,10,0.45704976341993836
Rajasthan,2013,10,0.34945808568164927
Chandigarh,2013,10,0.4794264126785406
Uttar Pradesh,2013,11,0.42245367343878787
Haryana,2013,11,0.31845584537942084
Punjab,2013,11,0.3306127492199196
Rajasthan,2013,11,0.30442909240545507
Chandigarh,2013,11,0.43421989700108143
Uttar Pradesh,2013,12,0.4497517485019112
Haryana,2013,12,0.46339518261353485
Punjab,2013,12,0.5124089837255942
Rajasthan,2013,12,0.3164068013708103
Chandigarh,2013,12,0.39688263351448294
Uttar Pradesh,2014,1,0.5432083581924684
Haryana,2014,1,0.6152383408916497
Punjab,2014,1,0.6736963747638585
Rajasthan,2014,1,0.3344925359388897
Chandigarh,2014,1,0.401450358860183
Uttar Pradesh,2014,2,0.6414350823903656
Haryana,2014,2,0.6972677267423831
Punjab,2014,2,0.7469403103852847
Rajasthan,2014,2,0.3371005064418554
Chandigarh,2014,2,0.40308318194104614
Uttar Pradesh,2014,3,0.5095740105937691
Haryana,2014,3,0.5336024806535383
Punjab,2014,3,0.6484583871433062
Rajasthan,2014,3,0.25042011909445966
Chandigarh,2014,3,0.4477073717492745
Uttar Pradesh,2014,4,0.31092503039950664
Haryana,2014,4,0.2630773542922567
Punjab,2014,4,0.3409082509113685
Rajasthan,2014,4,0.1924739150317148
Chandigarh,2014,4,0.4152506317297208
Uttar Pradesh,2014,5,0.29514215619261247
Haryana,2014,5,0.20568680068763218
Punjab,2014,5,0.24362449475959178
Rajasthan,2014,5,0.18352702940818366
Chandigarh,2014,5,0.3771124754595119
Uttar Pradesh,2014,6,0.3085230188412927
Haryana,2014,6,0.24516278185230095
Punjab,2014,6,0.27642746268106244
Rajasthan,2014,6,0.18025766912149582
Chandigarh,2014,6,0.37049519397655517
Uttar Pradesh,2014,7,0.4185620667825626
Haryana,2014,7,0.474778692916162
Punjab,2014,7,0.5760915401231886
Rajasthan,2014,7,0.240799589711128
Chandigarh,2014,7,0.527087587136517
Uttar Pradesh,2014,8,0.5852371417511296
Haryana,2014,8,0.6050922930459467
Punjab,2014,8,0.7111723952246671
Rajasthan,2014,8,0.42163136363230047
Chandigarh,2014,8,0.5230680703351733
Uttar Pradesh,2014,9,0.5874402745890891
Haryana,2014,9,0.5199894251891564
Punjab,2014,9,0.6136972088183903
Rajasthan,2014,9,0.40935386026427606
Chandigarh,2014,9,0.47723938001479504
Uttar Pradesh,2014,10,0.5226465589854482
Haryana,2014,10,0.380700130082732
Punjab,2014,10,0.4016633880468191
Rajasthan,2014,10,0.297280037628203
Chandigarh,2014,10,0.428578014567803
Uttar Pradesh,2014,11,0.3915033238139664
Haryana,2014,11,0.29527536405664545
Punjab,2014,11,0.32910262260265255
Rajasthan,2014,11,0.2744544882498153
Chandigarh,2014,11,0.3874054450612486
Uttar Pradesh,2014,12,0.43881829400891165
Haryana,2014,12,0.41863580036658066
Punjab,2014,12,0.47394694779088037
Rajasthan,2014,12,0.2910535785046693
Chandigarh,2014,12,0.38676524275096336
Uttar Pradesh,2015,1,0.5591611101715749
Haryana,2015,1,0.6174502019510308
Punjab,2015,1,0.683999933469111
Rajasthan,2015,1,0.3210935441709189
Chandigarh,2015,1,0.4004296214609948
Uttar Pradesh,2015,2,0.6269948788385659
Haryana,2015,2,0.6838504372658205
Punjab,2015,2,0.7369898675623704
Rajasthan,2015,2,0.3139723055256789
Chandigarh,2015,2,0.42476015506417036
Uttar Pradesh,2015,3,0.48391910030484725
Haryana,2015,3,0.6142026031200086
Punjab,2015,3,0.7210818396601114
Rajasthan,2015,3,0.25860223929251647
Chandigarh,2015,3,0.4911582317333413
Uttar Pradesh,2015,4,0.31044237030968885
Haryana,2015,4,0.2798526497115075
Punjab,2015,4,0.3382109551067162
Rajasthan,2015,4,0.20132646941946264
Chandigarh,2015,4,0.41823269575485156
Uttar Pradesh,2015,5,0.2958995735800435
Haryana,2015,5,0.21491743187082127
Punjab,2015,5,0.2596216976979503
Rajasthan,2015,5,0.1800134081353549
Chandigarh,2015,5,0.36287341767199693
Uttar Pradesh,2015,6,0.33356312673652627
Haryana,2015,6,0.2403640252215994
Punjab,2015,6,0.26669073658322723
Rajasthan,2015,6,0.19926397409902893
Chandigarh,2015,6,0.35815657969612447
Uttar Pradesh,2015,7,0.4901185067013852
Haryana,2015,7,0.46274465902844647
Punjab,2015,7,0.5983252756144329
Rajasthan,2015,7,0.3092154429997416
Chandigarh,2015,7,0.552374169179992
Uttar Pradesh,2015,8,0.6156100554394417
Haryana,2015,8,0.6197088411398239
Punjab,2015,8,0.7220005817681451
Rajasthan,2015,8,0.4395700549983891
Chandigarh,2015,8,0.5329647093552607
Uttar Pradesh,2015,9,0.5599107800377908
Haryana,2015,9,0.5399516465314398
Punjab,2015,9,0.6554794159659714
Rajasthan,2015,9,0.3606959486089874
Chandigarh,2015,9,0.5302961713281739
Uttar Pradesh,2015,10,0.44253943378179766
Haryana,2015,10,0.38186771582302464
Punjab,2015,10,0.42093929186733375
Rajasthan,2015,10,0.28901920396962
Chandigarh,2015,10,0.4633613690035845
Uttar Pradesh,2015,11,0.3799351438613802
Haryana,2015,11,0.2844978870703213
Punjab,2015,11,0.3174368409032717
Rajasthan,2015,11,0.26722349633174985
Chandigarh,2015,11,0.4304500010669776
Uttar Pradesh,2015,12,0.40362849004338786
Haryana,2015,12,0.460004591674312
Punjab,2015,12,0.5143858387894436
Rajasthan,2015,12,0.2882532055767404
Chandigarh,2015,12,0.3979392245917035
Uttar Pradesh,2016,1,0.5064800962613216
Haryana,2016,1,0.6276423471646061
Punjab,2016,1,0.6824574906860984
Rajasthan,2016,1,0.31821770489116874
Chandigarh,2016,1,0.3499346714419852
Uttar Pradesh,2016,2,0.566940248331658
Haryana,2016,2,0.6604728527491998
Punjab,2016,2,0.7286168280982261
Rajasthan,2016,2,0.29744440761601837
Chandigarh,2016,2,0.33985733796164586
Uttar Pradesh,2016,3,0.4165507033866797
Haryana,2016,3,0.5536921594688761
Punjab,2016,3,0.6713931159654271
Rajasthan,2016,3,0.232056048042819
Chandigarh,2016,3,0.38545496322483364
Uttar Pradesh,2016,4,0.26159687041403173
Haryana,2016,4,0.22971423617772743
Punjab,2016,4,0.3008381997782734
Rajasthan,2016,4,0.17994630697797323
Chandigarh,2016,4,0.35116457847265714
Uttar Pradesh,2016,5,0.28774524649245015
Haryana,2016,5,0.21171144699874725
Punjab,2016,5,0.23881986765667887
Rajasthan,2016,5,0.17011465059075417
Chandigarh,2016,5,0.330065507810277
Uttar Pradesh,2016,6,0.3427596327173004
Haryana,2016,6,0.2808564943664969
Punjab,2016,6,0.3010240823871602
Rajasthan,2016,6,0.1813299627638371
Chandigarh,2016,6,0.43082990454105746
Uttar Pradesh,2016,7,0.44692570201914866
Haryana,2016,7,0.529597538047167
Punjab,2016,7,0.6253914472089922
Rajasthan,2016,7,0.27808443069937694
Chandigarh,2016,7,0.5124185995561369
Uttar Pradesh,2016,8,0.6096808324133723
Haryana,2016,8,0.6419871915992527
Punjab,2016,8,0.7491678408964647
Rajasthan,2016,8,0.45105165406499625
Chandigarh,2016,8,0.5561493672821944
Uttar Pradesh,2016,9,0.5820476234251014
Haryana,2016,9,0.5242357964916211
Punjab,2016,9,0.6150804930898243
Rajasthan,2016,9,0.40215664988481364
Chandigarh,2016,9,0.4838312983696578
Uttar Pradesh,2016,10,0.4520518381191382
Haryana,2016,10,0.3305502002900635
Punjab,2016,10,0.3551373225768099
Rajasthan,2016,10,0.30230567959310006
Chandigarh,2016,10,0.39708922743697733
Uttar Pradesh,2016,11,0.3868267640874249
Haryana,2016,11,0.29962155729121037
Punjab,2016,11,0.31419146973961426
Rajasthan,2016,11,0.2880464696616124
Chandigarh,2016,11,0.36746641178943756
Uttar Pradesh,2016,12,0.43845971255989596
Haryana,2016,12,0.4427371954722775
Punjab,2016,12,0.49437212988868223
Rajasthan,2016,12,0.31349232577649694
Chandigarh,2016,12,0.358666141239401
Uttar Pradesh,2017,1,0.5942902626806769
Haryana,2017,1,0.6472494159322563
Punjab,2017,1,0.6960742379609995
Rajasthan,2017,1,0.342487571557191
Chandigarh,2017,1,0.3958721401439708
Uttar Pradesh,2017,2,0.6192948961331501
Haryana,2017,2,0.7047446846762038
Punjab,2017,2,0.7478992283561168
Rajasthan,2017,2,0.3265936317250002
Chandigarh,2017,2,0.4142912308655324
Uttar Pradesh,2017,3,0.44610926948047336
Haryana,2017,3,0.5179855243477743
Punjab,2017,3,0.6150161323334908
Rajasthan,2017,3,0.2367086259999347
Chandigarh,2017,3,0.41895860375291655
Uttar Pradesh,2017,4,0.28027774998513977
Haryana,2017,4,0.22719988293774376
Punjab,2017,4,0.2833916563495439
Rajasthan,2017,4,0.18257222138080031
Chandigarh,2017,4,0.3510707861492063
Uttar Pradesh,2017,5,0.297244619907932
Haryana,2017,5,0.21421115692705733
Punjab,2017,5,0.24829292262454175
Rajasthan,2017,5,0.18007358313009844
Chandigarh,2017,5,0.3283395375718435
Uttar Pradesh,2017,6,0.3292599759341248
Haryana,2017,6,0.2995948121159036
Punjab,2017,6,0.30881941284155484
Rajasthan,2017,6,0.22120240532976393
Chandigarh,2017,6,0.44621964519433255
Uttar Pradesh,2017,7,0.4420802646171916
Haryana,2017,7,0.502989724859627
Punjab,2017,7,0.6090507074944742
Rajasthan,2017,7,0.32285593636384063
Chandigarh,2017,7,0.3756004420844479
Uttar Pradesh,2017,8,0.6487618732851533
Haryana,2017,8,0.6328394747297237
Punjab,2017,8,0.7345407751378147
Rajasthan,2017,8,0.4604024907950174
Chandigarh,2017,8,0.5419096643287995
Uttar Pradesh,2017,9,0.6002876713927623
Haryana,2017,9,0.5346408597494944
Punjab,2017,9,0.6350839365439027
Rajasthan,2017,9,0.36802384021957607
Chandigarh,2017,9,0.5081832929067318
Uttar Pradesh,2017,10,0.4773087681979636
Haryana,2017,10,0.3546392474796059
Punjab,2017,10,0.40062231084019967
Rajasthan,2017,10,0.27421575992208735
Chandigarh,2017,10,0.4529256714846641
Uttar Pradesh,2017,11,0.3876442912833127
Haryana,2017,11,0.28790123168438364
Punjab,2017,11,0.2723014656575613
Rajasthan,2017,11,0.26104315610757534
Chandigarh,2017,11,0.36635723019689276
Uttar Pradesh,2017,12,0.46004420942521557
Haryana,2017,12,0.47085679023657695
Punjab,2017,12,0.4689795710394818
Rajasthan,2017,12,0.298965338540765
Chandigarh,2017,12,0.4251341070107551
Uttar Pradesh,2018,1,0.5109075172527772
Haryana,2018,1,0.6277285451050936
Punjab,2018,1,0.6690209170797241
Rajasthan,2018,1,0.3218958478852601
Chandigarh,2018,1,0.3933934343578307
Uttar Pradesh,2018,2,0.5898555249257807
Haryana,2018,2,0.6927848101546931
Punjab,2018,2,0.7355797589626324
Rajasthan,2018,2,0.30610318677467985
Chandigarh,2018,2,0.389519762206226
Uttar Pradesh,2018,3,0.42966445015631005
Haryana,2018,3,0.5875799537426397
Punjab,2018,3,0.676098939711441
Rajasthan,2018,3,0.23418873772709867
Chandigarh,2018,3,0.4035665200165026
Uttar Pradesh,2018,4,0.27802688811903986
Haryana,2018,4,0.24268629096367828
Punjab,2018,4,0.30156265968091434
Rajasthan,2018,4,0.18232885415418543
Chandigarh,2018,4,0.3561462346355202
Uttar Pradesh,2018,5,0.287903557945982
Haryana,2018,5,0.1984841131233829
Punjab,2018,5,0.22856289041106412
Rajasthan,2018,5,0.16869315889519476
Chandigarh,2018,5,0.324991696067831
Uttar Pradesh,2018,6,0.3191977530900068
Haryana,2018,6,0.2569188292060015
Punjab,2018,6,0.273761941055764
Rajasthan,2018,6,0.1910119289024621
Chandigarh,2018,6,0.42763245604051653
Uttar Pradesh,2018,7,0.3809630185397974
Haryana,2018,7,0.46562627149979136
Punjab,2018,7,0.5500631597159353
Rajasthan,2018,7,0.26736505111877346
Chandigarh,2018,7,0.5456173814232063
Uttar Pradesh,2018,8,0.5764508503721777
Haryana,2018,8,0.6283988368987761
Punjab,2018,8,0.7153970892261857
Rajasthan,2018,8,0.4072734660130171
Chandigarh,2018,8,0.538688720978205
Uttar Pradesh,2018,9,0.593806853278282
Haryana,2018,9,0.5861446180987798
Punjab,2018,9,0.677117297609921
Rajasthan,2018,9,0.3931368974104673
Chandigarh,2018,9,0.524911213580493
Uttar Pradesh,2018,10,0.4514622116594845
Haryana,2018,10,0.4150235185251732
Punjab,2018,10,0.4412678135093378
Rajasthan,2018,10,0.2952710347056736
Chandigarh,2018,10,0.4534481754680473
Uttar Pradesh,2018,11,0.3954417035754338
Haryana,2018,11,0.32573806799044164
Punjab,2018,11,0.32425112558976993
Rajasthan,2018,11,0.2671331494866886
Chandigarh,2018,11,0.45937239977522293
Uttar Pradesh,2018,12,0.4297376422588743
Haryana,2018,12,0.5006918598787963
Punjab,2018,12,0.5086043072024372
Rajasthan,2018,12,0.2954469859371051
Chandigarh,2018,12,0.41715837674322487
Uttar Pradesh,2019,1,0.5592976216000827
Haryana,2019,1,0.6524050266157556
Punjab,2019,1,0.6882148358838865
Rajasthan,2019,1,0.3145213311455151
Chandigarh,2019,1,0.40031042264963057
Uttar Pradesh,2019,2,0.6232109082923414
Haryana,2019,2,0.7125564728823174
Punjab,2019,2,0.7431647180573996
Rajasthan,2019,2,0.3187857854151363
Chandigarh,2019,2,0.4024376070534338
Uttar Pradesh,2019,3,0.5111523765907237
Haryana,2019,3,0.6286229507097829
Punjab,2019,3,0.7121122963745221
Rajasthan,2019,3,0.2514627484028702
Chandigarh,2019,3,0.4241104636247675
Uttar Pradesh,2019,4,0.2912430848113798
Haryana,2019,4,0.2720548043146559
Punjab,2019,4,0.3648470293466338
Rajasthan,2019,4,0.18316313022082978
Chandigarh,2019,4,0.41949450933249854
Uttar Pradesh,2019,5,0.291924319425656
Haryana,2019,5,0.21217191330594073
Punjab,2019,5,0.2531858634478028
Rajasthan,2019,5,0.1741072101707773
Chandigarh,2019,5,0.36361375085358233
Uttar Pradesh,2019,6,0.3201505669022542
Haryana,2019,6,0.23240402447876865
Punjab,2019,6,0.2604115222798098
Rajasthan,2019,6,0.1940591898214234
Chandigarh,2019,6,0.3503775379844082
Uttar Pradesh,2019,7,0.4772757603996323
Haryana,2019,7,0.5158196255751
Punjab,2019,7,0.6472795856788041
Rajasthan,2019,7,0.307345901875313
Chandigarh,2019,7,0.5425792728902292
Uttar Pradesh,2019,8,0.6531387373838997
Haryana,2019,8,0.6771394855032901
Punjab,2019,8,0.769998898768964
Rajasthan,2019,8,0.4440928894042635
Chandigarh,2019,8,0.5808048366101399
Uttar Pradesh,2019,9,0.5980230744495455
Haryana,2019,9,0.5766557194912553
Punjab,2019,9,0.6757170688976535
Rajasthan,2019,9,0.4292487655807635
Chandigarh,2019,9,0.5427729300631651
Uttar Pradesh,2019,10,0.5392873403264069
Haryana,2019,10,0.43442800025956557
Punjab,2019,10,0.4656517698428837
Rajasthan,2019,10,0.35014879882284644
Chandigarh,2019,10,0.49886369359244304
Uttar Pradesh,2019,11,0.42308157258778795
Haryana,2019,11,0.3449701900811365
Punjab,2019,11,0.3523805747759331
Rajasthan,2019,11,0.3062628435275396
Chandigarh,2019,11,0.48408370191486966
Uttar Pradesh,2019,12,0.4554487420547123
Haryana,2019,12,0.4807954358726495
Punjab,2019,12,0.5233098503541506
Rajasthan,2019,12,0.3300937454506927
Chandigarh,2019,12,0.44006101085472016
Uttar Pradesh,2020,1,0.6004072323620303
Haryana,2020,1,0.6426176087009761
Punjab,2020,1,0.7000079597711665
Rajasthan,2020,1,0.35960305076266735
Chandigarh,2020,1,0.44485512398281457
Uttar Pradesh,2020,2,0.6538506472798133
Haryana,2020,2,0.7148164449576316
Punjab,2020,2,0.7708536143392666
Rajasthan,2020,2,0.35859501406549044
Chandigarh,2020,2,0.43437007269675065
Uttar Pradesh,2020,3,0.5410514268584912
Haryana,2020,3,0.6298719431191967
Punjab,2020,3,0.696581949344847
Rajasthan,2020,3,0.2784447006397851
Chandigarh,2020,3,0.4748673938712795
Uttar Pradesh,2020,4,0.32966255834385083
Haryana,2020,4,0.2911243505185108
Punjab,2020,4,0.36747764715678316
Rajasthan,2020,4,0.1995907699300161
Chandigarh,2020,4,0.4369034129061631
Uttar Pradesh,2020,5,0.3333259383570205
Haryana,2020,5,0.22661822793000813
Punjab,2020,5,0.2599874830854351
Rajasthan,2020,5,0.18759718059207267
Chandigarh,2020,5,0.4048964234905822
Uttar Pradesh,2020,6,0.3790982993142158
Haryana,2020,6,0.2941407526840717
Punjab,2020,6,0.3235781849954454
Rajasthan,2020,6,0.21343450986836016
Chandigarh,2020,6,0.4655966151909178
Uttar Pradesh,2020,7,0.5022610381870659
Haryana,2020,7,0.5121668706635017
Punjab,2020,7,0.61201298231918
Rajasthan,2020,7,0.3288666745762863
Chandigarh,2020,7,0.5610017971461898
Uttar Pradesh,2020,8,0.644296144769795
Haryana,2020,8,0.6504843091927331
Punjab,2020,8,0.7781663438415716
Rajasthan,2020,8,0.4368552756663656
Chandigarh,2020,8,0.5241158058527287
Uttar Pradesh,2020,9,0.6160450983176661
Haryana,2020,9,0.5253269051410252
Punjab,2020,9,0.638556735756505
Rajasthan,2020,9,0.4141986809100709
Chandigarh,2020,9,0.5054668166363164
Uttar Pradesh,2020,10,0.4262486950293792
Haryana,2020,10,0.3333807507548251
Punjab,2020,10,0.3586085955265397
Rajasthan,2020,10,0.2982668844163798
Chandigarh,2020,10,0.4260102369401923
Uttar Pradesh,2020,11,0.4035414533656903
Haryana,2020,11,0.328113835292525
Punjab,2020,11,0.330997156096604
Rajasthan,2020,11,0.29026138501060733
Chandigarh,2020,11,0.4605845821715132
Uttar Pradesh,2020,12,0.46048635891435896
Haryana,2020,12,0.46148639013682463
Punjab,2020,12,0.500962638545088
Rajasthan,2020,12,0.3092252314596224
Chandigarh,2020,12,0.42563612182040617
Uttar Pradesh,2021,1,0.560090647353084
Haryana,2021,1,0.6286692784259885
Punjab,2021,1,0.6130807971203626
Rajasthan,2021,1,0.3445946012945395
Chandigarh,2021,1,0.40356846476128144
Uttar Pradesh,2021,2,0.6013569947970246
Haryana,2021,2,0.6831077572917001
Punjab,2021,2,0.7219660205083094
Rajasthan,2021,2,0.33250237839545355
Chandigarh,2021,2,0.3919086378962046
Uttar Pradesh,2021,3,0.4126277739192337
Haryana,2021,3,0.5180754676587326
Punjab,2021,3,0.5606758890746677
Rajasthan,2021,3,0.2335206654118619
Chandigarh,2021,3,0.3745793440220795
Uttar Pradesh,2021,4,0.2739432816346643
Haryana,2021,4,0.2382705249245151
Punjab,2021,4,0.28480557730815087
Rajasthan,2021,4,0.18532779572174463
Chandigarh,2021,4,0.3432795275422522
Uttar Pradesh,2021,5,0.36836422379699385
Haryana,2021,5,0.22335118031238813
Punjab,2021,5,0.2500779203782719
Rajasthan,2021,5,0.20214663983610578
Chandigarh,2021,5,0.39356611492061716
Uttar Pradesh,2021,6,0.4423165691787511
Haryana,2021,6,0.28248446805338895
Punjab,2021,6,0.2936516739602462
Rajasthan,2021,6,0.22892052349244987
Chandigarh,2021,6,0.451467556407557
Uttar Pradesh,2021,7,0.4683562583380058
Haryana,2021,7,0.511451785817819
Punjab,2021,7,0.6471785449608093
Rajasthan,2021,7,0.3159155214272875
Chandigarh,2021,7,0.5316006842883968
Uttar Pradesh,2021,8,0.6013790220424053
Haryana,2021,8,0.5845938325187451
Punjab,2021,8,0.7220153484010489
Rajasthan,2021,8,0.3814152561158657
Chandigarh,2021,8,0.5465053003898019
Uttar Pradesh,2021,9,0.6335826845044358
Haryana,2021,9,0.6043141116754784
Punjab,2021,9,0.6875674613186502
Rajasthan,2021,9,0.42885493337852076
Chandigarh,2021,9,0.5423095828828323
Uttar Pradesh,2021,10,0.5015116366193546
Haryana,2021,10,0.43662411836392123
Punjab,2021,10,0.4750051548538412
Rajasthan,2021,10,0.36108981859744904
Chandigarh,2021,10,0.5054006366300579
Uttar Pradesh,2021,11,0.4073706839135982
Haryana,2021,11,0.3341486580551123
Punjab,2021,11,0.313157148240532
Rajasthan,2021,11,0.31134767015592485
Chandigarh,2021,11,0.4578386107238377
Uttar Pradesh,2021,12,0.46847644559712764
Haryana,2021,12,0.4650323389459389
Punjab,2021,12,0.47677360063050855
Rajasthan,2021,12,0.3397183603819877
Chandigarh,2021,12,0.41360033325271733
Uttar Pradesh,2022,1,0.604302453697908
Haryana,2022,1,0.6436795456033816
Punjab,2022,1,0.6812710460690481
Rajasthan,2022,1,0.36740377169209004
Chandigarh,2022,1,0.39196715664656
Uttar Pradesh,2022,2,0.6215083454371736
Haryana,2022,2,0.7003519561968128
Punjab,2022,2,0.7463144622063491
Rajasthan,2022,2,0.35170786819105476
Chandigarh,2022,2,0.41927340344562675
Uttar Pradesh,2022,3,0.4709031057779677
Haryana,2022,3,0.5385012012464487
Punjab,2022,3,0.6480591712410358
