State,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Haryana,10.303471883138021,10.399999618530273,8.0,12.699999809265137,0.9248432895320562
Haryana,10.291851128472222,10.399999618530273,7.5,12.300000190734863,0.8466099392726694
Haryana,10.281945122612846,10.5,7.900000095367432,12.199999809265137,1.012193232972765
Haryana,10.103472391764322,10.0,9.199999809265137,11.399999618530273,0.503241345951941
Haryana,9.134028116861979,9.149999618530273,8.0,11.600000381469727,0.6563962302504333
Haryana,9.233334011501736,9.199999809265137,8.399999618530273,10.100000381469727,0.3395258657908843
Haryana,9.856250339084202,9.800000190734863,8.699999809265137,11.0,0.5879246113510282
Haryana,10.686111450195312,10.699999809265137,9.300000190734863,12.100000381469727,0.5563535841640816
Haryana,10.914582994249132,10.899999618530273,9.899999618530273,12.899999618530273,0.5535201243484675
Haryana,10.543971284906915,10.5,8.600000381469727,12.199999809265137,0.5176828917727416
Haryana,10.726388719346788,10.699999809265137,9.800000190734863,11.699999809265137,0.39139817592549664
Haryana,10.908571079799108,10.899999618530273,10.199999809265137,11.600000381469727,0.2887128759821785
Haryana,9.991666158040365,9.75,8.899999618530273,13.699999809265137,1.0919846712796573
