State,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Season,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,NDVI_SeasonalMean,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Haryana,2011,189331,1034000,5.46,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,52388,258000,4.92,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,237072,1208000,5.1,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,98419,481000,4.89,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,216610,1136000,5.24,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,173134,943000,5.45,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,171771,975000,5.68,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,112004,609000,5.44,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,41029,189000,4.61,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,71378,312000,4.37,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,99588,507000,5.09,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,15987,57000,3.57,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,86807,483000,5.56,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,48291,240000,4.97,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,102483,512000,5.0,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,299053,1602000,5.36,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,162264,894000,5.51,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2011,84789,456000,5.38,Rabi,20.24806603773585,28.97014150943396,13.265849056603773,62.17,3370.19,42.047216981132074,1.5315566037735848,0.46160950275527074,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,87168,366000,4.2,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,162442,657000,4.04,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,31055,141000,4.54,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,188020,880000,4.68,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44667,205000,4.59,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,231555,987000,4.26,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,95856,377000,3.93,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,215979,922000,4.27,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172302,806000,4.68,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172790,808000,4.68,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,112658,526000,4.67,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,42876,205000,4.78,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,71677,296000,4.13,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,96044,442000,4.6,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,16823,59000,3.51,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85907,395000,4.6,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44652,222000,4.97,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,104032,389000,3.74,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,293495,1423000,4.85,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,141805,642000,4.53,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85102,369000,4.34,Kharif,32.951557377049184,38.40680327868853,27.740409836065574,409.64,2411.83,51.674590163934425,2.563606557377049,0.4393926393040388,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,87168,366000,4.2,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,162442,657000,4.04,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,31055,141000,4.54,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,188020,880000,4.68,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44667,205000,4.59,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,231555,987000,4.26,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,95856,377000,3.93,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,215979,922000,4.27,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172302,806000,4.68,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,172790,808000,4.68,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,112658,526000,4.67,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,42876,205000,4.78,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,71677,296000,4.13,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,96044,442000,4.6,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,16823,59000,3.51,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85907,395000,4.6,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,44652,222000,4.97,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,104032,389000,3.74,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,293495,1423000,4.85,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,141805,642000,4.53,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2012,85102,369000,4.34,Rabi,19.80854460093897,28.861830985915493,12.493661971830987,48.88,3331.6,33.53577464788732,1.7831455399061034,0.44616429987509737,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,86000,398000,4.63,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.823196721311476,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
Haryana,2013,167000,706000,4.23,Kharif,31.361639344262294,36.47311475409836,26.40844262295082,624.97,2381.95,61.823196721311476,2.020655737704918,0.4887531065083045,1.6565648888347506,1.5994094488188977,0.9724409448818898,2.9783464566929134,0.4464617884996307
